5
4
5
3
6
5
4
5
2
4
3
5
4
5
1
5
4
5
3
4
2
6
5
6
4
5
3
6
5
4
6
5
6
0
5
4
5
3
5
6
4
5
2
6
7
5
7
6
7
4
7
6
5
6
3
6
5
7
6
4
6
5
6
1
6
5
6
4
6
5
6
3
7
6
7
5
6
4
6
5
7
8
6
2
6
5
6
4
5
6
3
6
5
7
6
7
4
6
5
6
